503,allow,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then 09__ allowing even the most passive of private investors, including unit trust holders, to take advantage of the market.",15,1,"[['none&investors', ['Healthcare', 'Houses and homes', 'Computers', 'Maths and measurement'], ['Personal qualities']], [['Success', 'Sports: ball and racket sports'], ['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business']]]"
504,include,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then 09__ allowing even the most passive of private investors, including unit trust holders, to take advantage of the market.",23,0,"[['none&investors', ['Healthcare', 'Houses and homes', 'Computers', 'Maths and measurement'], ['Personal qualities']], [['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business']]]"
505,take,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then 09__ allowing even the most passive of private investors, including unit trust holders, to take advantage of the market.",28,1,"[['none&investors'], [['Success', 'Sports: ball and racket sports']]]"
506,look,The 10 p.c. gain since election day is looking increasingly sustainable.,8,1,"[['none&p.c', ['Change, cause and effect', 'Success', 'Danger'], ['Politics']], [['Change, cause and effect']]]"
507,argue,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result.",25,0,"[[['Success', 'Success']], [['Success', 'Success'], ['Politics', 'Politics']]]"
508,discount,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result.",46,1,"[[['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business']], [['Change, cause and effect', 'Sports: ball and racket sports', 'Politics', 'Sports: ball and racket sports', 'Education', 'Scientific research', 'Success', 'Business']]]"
509,fail,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record closing level.,2,1,"[['none&FT-SE'], [['Change, cause and effect', 'Success', 'Danger'], ['Time']]]"
510,hold,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record closing level.,4,1,"[['none&FT-SE'], [['Change, cause and effect', 'Success', 'Danger']]]"
511,open,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record closing level.,11,1,"[['none&FT-SE'], ['none']]"
512,hit,"Wall Street has been hitting new peaks this week too, which has given support to the London market( and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own.",4,1,"[[['Buildings', 'Houses and homes', 'Buildings', 'Biology', 'Difficulty and failure', 'Difficulty and failure', 'Business', 'Difficulty and failure'], ['Transport by car or lorry', 'Buildings', 'Opinion and argument']], [['Success', 'Money', 'Geography', 'Clothes and Fashion']]]"
513,give,"Wall Street has been hitting new peaks this week too, which has given support to the London market( and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own.",12,1,"[[['Buildings', 'Houses and homes', 'Buildings', 'Biology', 'Difficulty and failure', 'Difficulty and failure', 'Business', 'Difficulty and failure'], ['Transport by car or lorry', 'Buildings', 'Opinion and argument']], [['Success', 'Politics', 'Success', 'Money', 'Opinion and argument', 'Buildings', 'Music']]]"
514,gain,"Wall Street has been hitting new peaks this week too, which has given support to the London market( and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own.",29,1,"[['none&Japan', 'none&Nikkei', ['Literature and writing', 'Money', 'Maths and measurement']], [['Opinion and argument', 'Sports: ball and racket sports', 'Language', 'Maths and measurement', 'Transport by bus and train', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument']]]"
515,add,"Wall Street has been hitting new peaks this week too, which has given support to the London market( and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own.",35,1,"[['none&London'], ['none&its']]"
516,stop,The City view is that the fall in corporate earnings has stopped and that next year's increase could be around 15 p.c.,11,1,"[[['Change, cause and effect', 'Money', 'War and conflict'], ['Money']], ['none']]"
517,drop,The market's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens.,11,1,"[['none&it'], ['none&below']]"
518,happen,The market's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens.,20,0,"[[['Change, cause and effect', 'Money'], ['Money']], ['none&that']]"
519,match,The increase will not be matched by dividend rises 09__ too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios 09__ but 7 p.c. growth looks reasonable.,5,1,"[[['Change, cause and effect', 'Money']], [['Money', 'Business'], ['Change, cause and effect', 'Money', 'Space', 'Success']]]"
520,pay,The increase will not be matched by dividend rises 09__ too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios 09__ but 7 p.c. growth looks reasonable.,15,1,"[[], []]"
521,afford,The increase will not be matched by dividend rises 09__ too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios 09__ but 7 p.c. growth looks reasonable.,20,1,"[[['Opinion and argument']], [['Money', 'Business'], ['Change, cause and effect', 'Money', 'Space', 'Success']]]"
522,need,The increase will not be matched by dividend rises 09__ too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios 09__ but 7 p.c. growth looks reasonable.,27,0,"[[], [['Money', 'The environment', 'Hobbies', 'Opinion and argument', 'Sports: ball and racket sports'], ['Maths and measurement']]]"
523,repair,The increase will not be matched by dividend rises 09__ too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios 09__ but 7 p.c. growth looks reasonable.,29,1,"[[['Opinion and argument']], [['Money', 'The environment', 'Hobbies', 'Opinion and argument', 'Sports: ball and racket sports'], ['Maths and measurement']]]"
524,look,The increase will not be matched by dividend rises 09__ too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios 09__ but 7 p.c. growth looks reasonable.,39,1,"[['none&p.c', ['Change, cause and effect', 'Money']], ['none']]"
525,return,"The market yield, a historic 4 p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too.",8,1,"[[['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business'], ['Business', 'Farming', 'Money']], ['none&p.c']]"
526,give,"The market yield, a historic 4 p.c., could return back above 5 p.c., therefore giving basic-rate taxpayers a real return with the prospect of real growth too.",14,1,"[[['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business'], ['Business', 'Farming', 'Money']], ['none&taxpayers']]"
527,go,"Not all problems have gone away of course: yesterday's 056.4 billion public sector borrowing requirement is not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and 09__ with this year's deficit forecast to be double last year's 09__ shows why the Bank of England so eagerly sold 052 billion or more of gilts on election night and why it needs a regular stream of massive sales.",4,1,"[[['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument']], ['none&all']]"
528,show,"Not all problems have gone away of course: yesterday's 056.4 billion public sector borrowing requirement is not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and 09__ with this year's deficit forecast to be double last year's 09__ shows why the Bank of England so eagerly sold 052 billion or more of gilts on election night and why it needs a regular stream of massive sales.",48,1,"[[['Business']], [['Money', 'Geography', 'Transport by car or lorry', 'Weather', 'Money'], 'none&England', ['Money', 'Difficulty and failure']]]"
529,sell,"Not all problems have gone away of course: yesterday's 056.4 billion public sector borrowing requirement is not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and 09__ with this year's deficit forecast to be double last year's 09__ shows why the Bank of England so eagerly sold 052 billion or more of gilts on election night and why it needs a regular stream of massive sales.",56,1,"[[['Money', 'Geography', 'Transport by car or lorry', 'Weather', 'Money'], 'none&England'], [['Money', 'Difficulty and failure']]]"
530,need,"Not all problems have gone away of course: yesterday's 056.4 billion public sector borrowing requirement is not much higher than expectations, but it is almost as large as the deficit for the previous 11 months and 09__ with this year's deficit forecast to be double last year's 09__ shows why the Bank of England so eagerly sold 052 billion or more of gilts on election night and why it needs a regular stream of massive sales.",69,1,"[[['Money', 'Geography', 'Transport by car or lorry', 'Weather', 'Money'], 'none&England'], [['Geography', 'Education'], ['Shopping', 'Business', 'Business', 'Shopping', 'Houses and homes', 'Shopping', 'Shopping']]]"
531,start,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year.",18,1,"[[['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business']], ['none&FT-SE', ['Time', 'Time', 'Education', 'Time', 'Time', 'Time']]]"
532,feel,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year.",20,1,"[[['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business']], [['Personal qualities']]]"
533,look,"The change in employment may not always be so favourable as yesterday's either, but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year.",23,1,"[[['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business']], ['none&FT-SE', ['Time', 'Time', 'Education', 'Time', 'Time', 'Time']]]"
534,die,"THIRTY FIVE people died and others were maimed for life in the Clapham rail disaster in December last year because work was done in a slovenly, haphazard way and was then left unchecked.",3,0,"[['none&THIRTY', 'people'], ['none&N/A', 'none&']]"
535,maim,"THIRTY FIVE people died and others were maimed for life in the Clapham rail disaster in December last year because work was done in a slovenly, haphazard way and was then left unchecked.",7,0,"[[['Family and relationships']], [['Crime and punishment', 'Life stages', 'Health problems', 'Feelings', 'Difficulty and failure', 'Doubt, guessing and certainty']]]"
536,leave,"THIRTY FIVE people died and others were maimed for life in the Clapham rail disaster in December last year because work was done in a slovenly, haphazard way and was then left unchecked.",31,1,"[[['Jobs', 'Working life', 'Art']], ['none&unchecked']]"
537,come,The disaster was all the more stunning because people had come to assume that such things didn't happen.,10,1,"[['people'], [['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']]]"
538,assume,The disaster was all the more stunning because people had come to assume that such things didn't happen.,12,1,"[['people'], [['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']]]"
539,happen,The disaster was all the more stunning because people had come to assume that such things didn't happen.,17,0,"[[['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']], ['none&did']]"
540,account,"Clapham, indeed, accounts for nearly half the 77 fatalities of the last ten years: compare that with the 5,000 deaths and 300,000 injuries every year on the roads.",2,0,"[['none&Clapham'], [['War and conflict'], ['Time', 'Time', 'Education', 'Time', 'Time', 'Time']]]"
541,compare,"Clapham, indeed, accounts for nearly half the 77 fatalities of the last ten years: compare that with the 5,000 deaths and 300,000 injuries every year on the roads.",14,0,"[['none&Clapham'], [['Life stages', 'Health problems', 'Danger', 'Difficulty and failure', 'Difficulty and failure'], ['Health problems'], ['Time', 'Time', 'Education', 'Time', 'Time', 'Time']]]"
542,confirm,"Yet yesterday's report on the Clapham crash, confirming the picture which emerged throughout the Hidden inquiry, makes an event which seemed at the time totally unexpected look almost inevitable.",7,0,"[[['Time'], ['Literature and writing', 'TV, radio and news', 'Education']], [['Houses and homes', 'TV, radio and news']]]"
543,emerge,"Yet yesterday's report on the Clapham crash, confirming the picture which emerged throughout the Hidden inquiry, makes an event which seemed at the time totally unexpected look almost inevitable.",11,1,"[[['Houses and homes', 'TV, radio and news']], ['none&Clapham', ['Transport by car or lorry', 'Money', 'Computers']]]"
544,make,"Yet yesterday's report on the Clapham crash, confirming the picture which emerged throughout the Hidden inquiry, makes an event which seemed at the time totally unexpected look almost inevitable.",16,1,"[[['Time'], ['Literature and writing', 'TV, radio and news', 'Education']], [['Sports: other sports'], ['Time', 'Time', 'Time', 'Time', 'History', 'Time', 'Time', 'Time', 'Time', 'Opinion and argument', 'Time', 'Time', 'Success', 'Crime and punishment', 'Time', 'Time', 'Time', 'Preferences and decisions', 'Preferences and decisions', 'Preferences and decisions', 'Difficulty and failure', 'Time', 'Time', 'Time', 'Time', 'Time', 'Doubt, guessing and certainty', 'Time', 'Time', 'Success', 'Time']]]"
545,seem,"Yet yesterday's report on the Clapham crash, confirming the picture which emerged throughout the Hidden inquiry, makes an event which seemed at the time totally unexpected look almost inevitable.",20,0,"[[['Sports: other sports']], ['none&totally']]"
546,avert,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",11,1,"[['none&it'], [['Difficulty and failure', 'Danger']]]"
547,cope,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",15,1,"[['people', ['Health problems', 'Appearance', 'Weather', 'TV, radio and news', 'Feelings', 'Preferences and decisions', 'Danger', 'Feelings']], [['Success']]]"
548,strike,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",21,1,"[[['Difficulty and failure', 'Danger']], ['none']]"
549,put,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",31,1,"[['none&inquiry'], [['Discussion and agreement', 'Business', 'Physics and chemistry', 'Physics and chemistry', 'Weather']]]"
550,compromise,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",34,1,"[[['Discussion and agreement', 'Business', 'Physics and chemistry', 'Physics and chemistry', 'Weather']], [['Sports: ball and racket sports']]]"
551,cope,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",15,0,"[['people', ['Health problems', 'Appearance', 'Weather', 'TV, radio and news', 'Feelings', 'Preferences and decisions', 'Danger', 'Feelings']], [['Success']]]"
552,work,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",54,0,"[['people', ['Health problems', 'Appearance', 'Weather', 'TV, radio and news', 'Feelings', 'Preferences and decisions', 'Danger', 'Feelings']], ['none']]"
553,head,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",61,1,"[[['Jobs', 'Engineering'], ['Shopping', 'Transport by water']], [['Shopping', 'Transport by water']]]"
554,lack,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",78,0,"[['people', ['Health problems', 'Appearance', 'Weather', 'TV, radio and news', 'Feelings', 'Preferences and decisions', 'Danger', 'Feelings']], [['Education', 'Jobs', 'Sports: other sports']]]"
555,bother,"Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck; under strain from commercial pressures which, as the inquiry puts it, 09__ compromised safety; under strain above all because the people on the spot couldn't or wouldn't cope, were weary from gruesome working hours( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks), lacked adequate training, or simply couldn't be bothered.",85,0,"[['people', ['Health problems', 'Appearance', 'Weather', 'TV, radio and news', 'Feelings', 'Preferences and decisions', 'Danger', 'Feelings']], [['Success']]]"
556,place,"The bulk of the blame for all that is placed on British Rail, which knowingly permitted these things to continue.",9,1,"[['none&bulk', ['Suggestions and advice']], ['none&all']]"
557,permit,"The bulk of the blame for all that is placed on British Rail, which knowingly permitted these things to continue.",15,1,"[[['Transport by bus and train', 'Transport by bus and train', 'Success', 'Difficulty and failure']], [['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']]]"
558,continue,"The bulk of the blame for all that is placed on British Rail, which knowingly permitted these things to continue.",19,0,"[[['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']], ['none']]"
559,nail,"Though individuals are nailed, the greatest villain of all is the system.",3,1,"[['none&individuals'], ['none']]"
560,go,"In a desperately competitive climate, where anyone bright and competent could go down the road and pick up a better paid job with kinder hours and more congenial working conditions from someone like British Telecom, the railways ran a service dependent on people who belonged to a narrow and inbred working culture, with outdated procedures of training and promotion, and an institutional reliance on overtime working, whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut to 72 hours a week.",11,1,"[['none&anyone', ['Colours and Shapes', 'Success', 'Personal qualities', 'Personal qualities'], ['Personal qualities']], [['Working life', 'Jobs', 'Social issues', 'Crime and punishment', 'Working life', 'Social issues', 'Success', 'Difficulty and failure', 'Difficulty and failure']]]"
561,pick,"In a desperately competitive climate, where anyone bright and competent could go down the road and pick up a better paid job with kinder hours and more congenial working conditions from someone like British Telecom, the railways ran a service dependent on people who belonged to a narrow and inbred working culture, with outdated procedures of training and promotion, and an institutional reliance on overtime working, whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut to 72 hours a week.",16,1,"[['none&anyone', ['Colours and Shapes', 'Success', 'Personal qualities', 'Personal qualities'], ['Personal qualities']], [['Working life', 'Jobs', 'Social issues', 'Crime and punishment', 'Working life', 'Social issues', 'Success', 'Difficulty and failure', 'Difficulty and failure']]]"
562,pay,"In a desperately competitive climate, where anyone bright and competent could go down the road and pick up a better paid job with kinder hours and more congenial working conditions from someone like British Telecom, the railways ran a service dependent on people who belonged to a narrow and inbred working culture, with outdated procedures of training and promotion, and an institutional reliance on overtime working, whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut to 72 hours a week.",20,0,"[[['Transport by bus and train']], [['Working life', 'Jobs', 'Social issues', 'Crime and punishment', 'Working life', 'Social issues', 'Success', 'Difficulty and failure', 'Difficulty and failure']]]"
563,run,"In a desperately competitive climate, where anyone bright and competent could go down the road and pick up a better paid job with kinder hours and more congenial working conditions from someone like British Telecom, the railways ran a service dependent on people who belonged to a narrow and inbred working culture, with outdated procedures of training and promotion, and an institutional reliance on overtime working, whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut to 72 hours a week.",37,1,"[[['Transport by bus and train']], [['Business', 'Cooking and eating', 'Shopping', 'War and conflict', 'Transport by car or lorry', 'Engineering', 'Religion and festivals', 'Transport by bus and train', 'Sports: ball and racket sports']]]"
564,belong,"In a desperately competitive climate, where anyone bright and competent could go down the road and pick up a better paid job with kinder hours and more congenial working conditions from someone like British Telecom, the railways ran a service dependent on people who belonged to a narrow and inbred working culture, with outdated procedures of training and promotion, and an institutional reliance on overtime working, whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut to 72 hours a week.",44,0,"[['people'], ['none&culture']]"
565,symbolise,"In a desperately competitive climate, where anyone bright and competent could go down the road and pick up a better paid job with kinder hours and more congenial working conditions from someone like British Telecom, the railways ran a service dependent on people who belonged to a narrow and inbred working culture, with outdated procedures of training and promotion, and an institutional reliance on overtime working, whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut to 72 hours a week.",71,1,"[[['Time', 'Time', 'Time', 'Time', 'Time', 'Time']], [['Colours and Shapes', 'Maths and measurement']]]"
566,cut,"In a desperately competitive climate, where anyone bright and competent could go down the road and pick up a better paid job with kinder hours and more congenial working conditions from someone like British Telecom, the railways ran a service dependent on people who belonged to a narrow and inbred working culture, with outdated procedures of training and promotion, and an institutional reliance on overtime working, whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut to 72 hours a week.",82,1,"[[['Time', 'Time', 'Time', 'Time', 'Time', 'Time']], [['Time', 'Time', 'Time', 'Time', 'Time', 'Time'], ['Time', 'Time', 'Time', 'Time', 'Time', 'Time']]]"
567,assure,"The Transport Secretary, Mr Cecil Parkinson, assured the Commons yesterday that financial considerations would not stand in the way of implementing Sir Anthony Hidden's 93 recommendations.",6,0,"[[['Transport by water'], ['Jobs', 'Business', 'Jobs', 'Politics', 'Politics', 'Politics'], 'none&Mr'], ['none&Commons']]"
568,stand,"The Transport Secretary, Mr Cecil Parkinson, assured the Commons yesterday that financial considerations would not stand in the way of implementing Sir Anthony Hidden's 93 recommendations.",15,1,"[[['Preferences and decisions', 'Opinion and argument']], ['none&Sir', 'none&Anthony', 'none&Hidden']]"
569,implement,"The Transport Secretary, Mr Cecil Parkinson, assured the Commons yesterday that financial considerations would not stand in the way of implementing Sir Anthony Hidden's 93 recommendations.",20,0,"[[['Transport by water'], ['Jobs', 'Business', 'Jobs', 'Politics', 'Politics', 'Politics'], 'none&Mr'], ['none&Sir', 'none&Anthony', 'none&Hidden']]"
570,lift,"But the job of lifting the standards of people employed, giving them proper training, and paying a wage which breaks dependence on overtime and lifts morale: this together must far exceed the costs of the technology, and it isn't by any means clear what the bill will be or where the money will come from.",4,1,"[[['Working life', 'Jobs', 'Social issues', 'Crime and punishment', 'Working life', 'Social issues', 'Success', 'Difficulty and failure', 'Difficulty and failure'], ['Music'], 'people'], [['Music'], 'people']]"
571,employ,"But the job of lifting the standards of people employed, giving them proper training, and paying a wage which breaks dependence on overtime and lifts morale: this together must far exceed the costs of the technology, and it isn't by any means clear what the bill will be or where the money will come from.",9,0,"[['people'], [['Opinion and argument']]]"
572,give,"But the job of lifting the standards of people employed, giving them proper training, and paying a wage which breaks dependence on overtime and lifts morale: this together must far exceed the costs of the technology, and it isn't by any means clear what the bill will be or where the money will come from.",10,1,"[[['Working life', 'Jobs', 'Social issues', 'Crime and punishment', 'Working life', 'Social issues', 'Success', 'Difficulty and failure', 'Difficulty and failure']], ['people']]"
573,pay,"But the job of lifting the standards of people employed, giving them proper training, and paying a wage which breaks dependence on overtime and lifts morale: this together must far exceed the costs of the technology, and it isn't by any means clear what the bill will be or where the money will come from.",15,0,"[['none&it'], [['Money', 'Jobs']]]"
574,break,"But the job of lifting the standards of people employed, giving them proper training, and paying a wage which breaks dependence on overtime and lifts morale: this together must far exceed the costs of the technology, and it isn't by any means clear what the bill will be or where the money will come from.",19,1,"[[['Money', 'Jobs']], [['Health problems', 'Social issues'], ['Working life']]]"
575,lift,"But the job of lifting the standards of people employed, giving them proper training, and paying a wage which breaks dependence on overtime and lifts morale: this together must far exceed the costs of the technology, and it isn't by any means clear what the bill will be or where the money will come from.",24,1,"[[['Working life', 'Jobs', 'Social issues', 'Crime and punishment', 'Working life', 'Social issues', 'Success', 'Difficulty and failure', 'Difficulty and failure']], [['Music'], 'people']]"
576,exceed,"But the job of lifting the standards of people employed, giving them proper training, and paying a wage which breaks dependence on overtime and lifts morale: this together must far exceed the costs of the technology, and it isn't by any means clear what the bill will be or where the money will come from.",30,1,"[[['Working life', 'Jobs', 'Social issues', 'Crime and punishment', 'Working life', 'Social issues', 'Success', 'Difficulty and failure', 'Difficulty and failure'], ['Music'], 'people'], [['Money', 'Money', 'Money'], ['Scientific research', 'Shopping']]]"
577,come,"But the job of lifting the standards of people employed, giving them proper training, and paying a wage which breaks dependence on overtime and lifts morale: this together must far exceed the costs of the technology, and it isn't by any means clear what the bill will be or where the money will come from.",53,1,"[[['Money', 'Opinion and argument', 'Sports: other sports', 'Doubt, guessing and certainty', 'Success']], [['Money', 'Opinion and argument', 'Sports: other sports', 'Doubt, guessing and certainty', 'Success']]]"
578,work,"Government fixes the format in which BR has to work; and if, as the Hidden report attests, many of its problems today reflect lack of past planning, lack of farsighted investment, living from hand to mouth, then that is not just BR's doing.",9,1,"[[['Politics', 'Politics']], ['none&format']]"
579,attest,"Government fixes the format in which BR has to work; and if, as the Hidden report attests, many of its problems today reflect lack of past planning, lack of farsighted investment, living from hand to mouth, then that is not just BR's doing.",16,1,"[['none&Hidden', ['Literature and writing', 'TV, radio and news', 'Education']], [['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument'], ['Time', 'Time']]]"
580,reflect,"Government fixes the format in which BR has to work; and if, as the Hidden report attests, many of its problems today reflect lack of past planning, lack of farsighted investment, living from hand to mouth, then that is not just BR's doing.",22,1,"[[['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument'], ['Time', 'Time']], [['Difficulty and failure'], 'none&planning', ['Difficulty and failure']]]"
581,live,"Government fixes the format in which BR has to work; and if, as the Hidden report attests, many of its problems today reflect lack of past planning, lack of farsighted investment, living from hand to mouth, then that is not just BR's doing.",31,1,"[[['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument'], ['Time', 'Time']], [['Difficulty and failure'], 'none&planning', ['Difficulty and failure']]]"
582,set,"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently, can shift people to destinations with exemplary speed and safety 09__ as Europe consistently demonstrates.",7,1,"[[['Politics', 'Politics']], ['none&parameters']]"
583,work,"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently, can shift people to destinations with exemplary speed and safety 09__ as Europe consistently demonstrates.",9,0,"[[['Politics', 'Politics']], ['none&parameters']]"
584,fail,"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently, can shift people to destinations with exemplary speed and safety 09__ as Europe consistently demonstrates.",12,1,"[[['Politics', 'Politics']], ['none&parameters']]"
585,reflect,"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently, can shift people to destinations with exemplary speed and safety 09__ as Europe consistently demonstrates.",14,1,"[['none&parameters'], [['Money', 'Shopping', 'Money', 'Shopping', 'Maths and measurement'], ['Geography', 'Music'], ['Computers']]]"
586,get,"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently, can shift people to destinations with exemplary speed and safety 09__ as Europe consistently demonstrates.",19,1,"[[['Geography', 'Music']], [['Money', 'Shopping', 'Money', 'Shopping', 'Maths and measurement']]]"
587,run,"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently, can shift people to destinations with exemplary speed and safety 09__ as Europe consistently demonstrates.",25,1,"[[['Computers']], ['people']]"
588,shift,"Government compounds all these problems when it sets down working parameters which fail to reflect the value the country gets from a system that is run efficiently, can shift people to destinations with exemplary speed and safety 09__ as Europe consistently demonstrates.",28,1,"[[['Computers']], ['people']]"
